name,games_played,minutes_played,points_scored,goals_scored,goals_attempted,3_point_scored,3_point_attempted,free_throws_scored,free_throws_attempted,offensive_rebounds,defensive_rebounds,assists,steals,blocks,turnover,5yrs
M.L. Carr,82,32.2,13.3,5.4,11.4,,,2.5,3.4,2.6,5.1,2.2,2,0.7,,1
Moses Malone,82,30.6,13.2,4.7,9.9,,,3.7,5.4,5.3,7.7,1.1,0.8,2.2,,1
Richard Washington,82,27.6,13,5.4,12.6,,,2.2,3.1,2.5,6.1,1,0.8,1.1,,1
Swen Nater,72,27.2,13,5.3,10.1,,,2.4,3.2,3.7,8.3,1.5,0.8,0.7,,1
Wil Jones,80,33.9,13,5.5,12.7,,,2.1,2.8,2.7,4.8,2.4,1.3,1,,0
Al Skinner,79,28.6,12.6,4.8,11.2,,,2.9,3.7,1.4,3.2,3.7,1.3,0.7,,0
Dave Robisch,80,24.6,11.9,4.6,10.1,,,2.7,3.2,2.1,4.8,2,0.7,0.5,,1
Lonnie Shelton,82,25.7,11.6,4.9,10.2,,,1.9,2.7,2.7,5,1.8,1.5,1.2,,1
John Lucas,82,30.9,11.1,4.7,9.9,,,1.6,2.1,0.7,2,5.6,1.5,0.2,,1
Ralph Simpson,77,20.7,11,4.6,10.8,,,1.8,2.5,0.6,1.7,2.3,0.9,0.1,,0
Darnell Hillman,82,28.1,10.7,4.4,9.9,,,2,3,2.8,5.7,2,1.2,1.3,,0
Mark Olberding,82,23.8,10.4,3.7,7.3,,,3.1,3.9,2,3.5,1.5,0.7,0.4,,1
Mitch Kupchak,82,18.5,10.4,4.2,7.3,,,2.1,3,2.2,3.8,0.8,0.3,0.4,,1
Dave Twardzik,74,26.2,10.3,3.6,5.8,,,3.2,3.8,1,1.7,3.3,1.7,0.2,,0
Mike Gale,82,31.7,10.3,4.3,9.2,,,1.7,2,0.7,2.7,5.8,2.3,0.6,,1
Jan Van Breda Kolff,72,33.3,10.2,3.8,8.5,,,2.7,3.2,2.2,4.2,1.6,1,0.9,,1
Ron Lee,82,22.5,10.2,4.2,9.6,,,1.7,2.6,1.2,2.4,3.2,1.9,0.4,,1
Mike Green,76,25.4,9.8,3.8,8.7,,,2.2,3.1,2.5,4.1,1.6,0.6,1.7,,0
Marvin Barnes,53,18.7,9.6,3.8,8.5,,,2,2.9,1.3,3.5,0.8,0.7,0.6,,0
Earl Tatum,68,18.4,9.4,4.2,8.9,,,1.1,1.5,1.2,2.3,1.7,1.3,0.3,,0
Dennis Johnson,81,20.6,9.2,3.5,7,,,2.2,3.5,2,1.7,1.5,1.5,0.7,,1
Robert Parish,77,18,9.1,3.7,7.4,,,1.6,2.2,2.6,4.4,1,0.7,1.2,,1
Tim Bassett,76,32.1,9,3.9,9.7,,,1.3,2.3,2.3,6.1,1.4,1.3,0.7,,0
Quinn Buckner,79,26.5,8.6,3.8,8.7,,,1.1,1.9,1.2,2.2,4.7,2.4,0.3,,1
Ira Terrell,78,22.4,8.5,3.6,7,,,1.4,2.3,1.3,3.7,1.3,0.5,0.6,,0
Coby Dietrick,82,21.6,8.4,3.5,7.6,,,1.5,2,1.4,3.2,1.8,1.1,0.7,,1
Mike Flynn,73,18.1,8.2,3.4,7.8,,,1.4,1.9,1,1.5,2.5,0.8,0.1,,0
Willie Wise,75,18.7,8.2,3.2,6.8,,,1.9,2.9,1,2.4,1.9,0.8,0.2,,0
"Ted, Hound Dog McClain",72,27.8,8.2,3.4,7.7,,,1.4,1.8,0.7,2.5,4.5,1.5,0.2,,0
Tom Barker,59,22.9,8.1,3.1,7.4,,,1.9,2.8,1.9,4.9,1,0.6,0.7,,0
Johnny Davis,79,18.4,8,3,6.7,,,2.1,2.6,0.8,0.8,1.9,0.5,0.1,,1
Don Buse,81,36.4,8,3.3,7.9,,,1.4,1.8,0.8,2.5,8.5,3.5,0.2,,1
William Averitt,75,15.1,7.9,3.1,8.3,,,1.6,2.3,0.3,0.8,1.8,0.4,0.1,,0
Larry Wright,78,18.2,7.8,3.4,7.6,,,1.1,1.5,0.4,0.8,3,0.7,0.1,,1
Leon Douglas,82,19.8,7.5,3,6.2,,,1.5,2.8,2.2,4.2,0.8,0.5,1,,1
Bo Lamar,71,16.4,7.1,3.2,7.9,,,0.6,1,0.4,0.9,2.5,0.8,0,,0
Bob Wilkerson,78,19.9,6.7,2.8,7.3,,,1.1,1.6,1.2,2.1,2.2,0.9,0.1,,1
Marvin Webster,80,16,6.7,2.5,5,,,1.8,2.8,1.9,4.2,0.8,0.3,1.5,,1
Lou Dampier,80,20.4,6.6,2.9,6.3,,,0.8,1.1,0.3,0.7,2.9,0.6,0.2,,0
Steve Green,70,13.1,6.4,2.6,6.1,,,1.2,1.6,1.1,1.4,0.7,0.7,0.2,,0
Tom Abernethy,70,19.7,6.3,2.4,5,,,1.4,1.9,1.6,2.5,1.4,0.7,0.1,,0
Armond Hill,81,22.5,6,2.2,5.4,,,1.7,2.1,0.5,1.3,5,1,0.1,,1
Caldwell Jones,82,24.7,6,2.6,5.2,,,0.8,1.4,2.3,5.8,1.1,0.5,2.4,,1
Jim Eakins,82,16.3,6,1.8,4.1,,,2.3,2.7,1.4,3,1.5,0.4,0.6,,0
Sonny Parker,65,13.7,5.8,2.4,4.5,,,1.1,1.4,1.3,1.4,0.9,0.8,0.4,,1
Scott Lloyd,69,14.9,5.8,2.2,4.7,,,1.4,1.8,1.2,1.9,0.5,0.3,0.2,,1
Luther Burden,61,10,5.7,2.4,5.8,,,0.8,1.4,0.4,0.7,1,0.8,0,,0
Robin Jones,63,16.9,5.5,2.2,4.7,,,1,1.7,1.6,3.1,1.3,0.6,0.6,,0
Randy Denton,45,15.6,5.3,2.3,5.7,,,0.7,1,1.8,3,0.7,0.3,0.4,,0
Paul Griffin,81,20.3,5.2,1.7,3.2,,,1.8,2.5,2.1,4,2.1,0.6,0.5,,1
Alex English,60,10.8,5.2,2.2,4.6,,,0.8,1,1.1,1.7,0.4,0.3,0.3,,1
Butch Feher,48,10.1,5.2,1.8,3.4,,,1.6,2.1,0.4,1.2,0.8,0.2,0.1,,0
Wally Walker,66,9.5,5.2,2.1,4.6,,,1,1.5,0.7,1,0.8,0.2,0,,1
Byron Beck,53,9.1,4.7,2,4.6,,,0.7,0.8,0.8,1,0.6,0.3,0,,0
Mel Bennett,67,13.6,4.7,1.5,4.4,,,1.7,2.8,1.6,1.9,1,0.6,0.5,,1
Andre McCarter,59,12.3,4.6,2,4.4,,,0.5,0.8,0.3,0.7,1.7,0.4,0,,0
Andy Walker,40,11,4.5,1.8,3.9,,,0.9,1.2,0.6,1.3,0.8,0.5,0.2,,0
Phil Sellers,44,7.5,4.5,1.7,4.3,,,1.2,1.6,0.4,0.5,0.6,0.5,0,,0
Lloyd Walton,53,12.8,4.3,1.7,3.5,,,1,1.2,0.3,0.7,2.7,0.8,0,,0
Tom Owens,46,10,4.1,1.5,2.9,,,1.1,1.7,1,2.1,0.4,0.1,0.3,,1
Kim Hughes,81,25.7,4,1.9,4.4,,,0.2,0.9,2.3,4.6,1.2,1.5,1.5,,0
Mike Barr,73,16.8,3.9,1.7,3.8,,,0.6,0.8,0.5,1.3,2.4,0.7,0.2,,0
Roland Taylor,79,19.6,3.8,1.7,4,,,0.5,0.8,1.1,1.5,3.6,1.7,0.1,,0
Monte Towe,51,8,2.5,1.1,2.7,,,0.4,0.5,0.2,0.5,1.7,0.3,0,,0
George McGinnis,77,38.3,23,8.4,20.2,,,6.2,8.3,3.4,9.2,4.7,2.6,0.5,,1
Alvan Adams,80,33.2,19,7.9,16.8,,,3.3,4.4,2.7,6.4,5.6,1.5,1.5,,1
Bruce Seals,81,30.1,11.8,4.8,11,,,2.2,3.3,1.9,4.3,1.5,0.8,0.5,,0
Gus Williams,77,22.4,11.7,4.7,11.1,,,2.2,3,0.8,1.3,3.1,1.8,0.3,,1
Lionel Hollins,74,25.6,10.8,4.2,10,,,2.4,3.3,0.5,1.8,4.1,1.8,0.4,,1
Donnie Freeman,64,23.1,10.8,4.1,9.5,,,2.5,3.1,1.1,1.7,2.7,0.9,0.2,,0
Joe Meriweather,81,25.2,10.2,4.2,8.4,,,1.9,3,2,4.4,1,0.4,1.5,,1
Don Ford,76,24.2,9.6,4.1,9.3,,,1.4,1.8,1.6,2.8,1.5,0.7,0.2,,1
John Laskowski,71,22.1,9.2,4,9.7,,,1.2,1.7,0.7,2.4,0.8,0.8,0.1,,0
Ricky Sobers,78,24.3,9.2,3.6,8,,,2,2.5,1,2.3,2.8,1.4,0.1,,1
Junior Bridgeman,81,20.3,8.6,3.5,8,,,1.6,2,1.4,2.2,1.9,0.6,0.3,,1
World Free,71,15.8,8.3,3.4,7.5,,,1.6,2.6,0.9,0.9,1.5,0.5,0.1,,1
Bill Robinzine,75,17.7,8,3.1,6.7,,,1.9,2.6,1.7,3,0.8,1.1,0.1,,1
Jim McElroy,51,22.2,7.5,3,5.8,,,1.6,2.2,0.7,1.5,2.1,0.9,0.1,,1
Joe Bryant,75,16,7.4,3.1,7.4,,,1.2,2,1.3,2.4,0.8,0.6,0.3,,1
Dave Meyers,72,22.1,7.4,2.8,6.6,,,1.9,2.9,1.7,4.5,1.4,1,0.3,,0
Rich Kelley,75,17.9,7,2.5,5.1,,,2.1,2.7,2.6,4.5,2.1,0.7,0.8,,1
Bob Gross,76,19.4,6.8,2.8,5.3,,,1.3,1.9,1.8,2.2,2.1,1.2,0.6,,1
Glenn Hansen,66,17.3,6.5,2.6,6.4,,,1.3,1.8,1.2,1.7,1,0.7,0.2,,0
Steve Jones,64,12.8,6.5,2.6,5.9,,,1.2,1.5,0.2,1,1,0.3,0.1,,0
Frank Oleynick,52,12.5,5.9,2.4,6.1,,,1,1.5,0.2,0.7,1,0.4,0.1,,0
Lindsay Hairston,47,13.9,5.8,2.2,4.9,,,1.4,2.4,1.4,2.4,0.4,0.4,0.7,,0
Cliff Pondexter,75,17.7,5.8,2.1,5.1,,,1.6,2.4,1.5,3.6,1.2,0.4,0.3,,0
Bill Willoughby,62,14,4.7,1.8,4.6,,,1.1,1.6,1.7,3,0.5,0.6,0.5,,1
Tom McMillen,50,14.2,4.7,1.9,4.4,,,0.8,1.1,1.3,2.4,1.4,0.1,0.1,,1
Clyde Mayes,65,14.6,4.4,1.8,3.8,,,0.9,1.5,1.5,2.6,0.6,0.1,0.6,,0
Kevin Grevey,56,9,3.8,1.4,3.8,,,0.9,1,0.4,0.6,0.5,0.2,0.1,,1
Tom Boswell,35,7.9,2.7,1.2,2.7,,,0.4,0.7,0.7,1.3,0.5,0.1,0,,1
Darryl Dawkins,37,4.5,2.4,1.1,2.2,,,0.2,0.6,0.4,0.9,0.1,0.1,0.2,,1
John Lambert,54,6.2,2.3,0.9,2,,,0.5,0.7,0.7,1.2,0.3,0.1,0.2,,1
John Drew,78,29.3,18.5,6.8,15.8,,,5,7,4.6,6.1,1.8,1.5,0.5,,1
Jim Chones,72,33.7,14.5,6.2,12.7,,,2.1,3.1,2.2,7.2,1.8,0.7,1.7,,1
Jamaal Wilkes,82,30.7,14.2,6.1,13.8,,,2,2.7,2.5,5.7,2.2,1.3,0.3,,1
Bill Walton,35,32.9,12.8,5.1,9.9,,,2.7,3.9,2.6,10,4.8,0.8,2.7,,1
Brian Winters,68,22.3,11.7,5.3,11.9,,,1.1,1.4,0.6,1.5,2.9,1.1,0.3,,1
Aaron James,76,22.8,11.7,4.9,10.2,,,1.9,2.5,1.8,3,0.9,0.5,0.2,,0
Mike Sojourner,73,29.2,11.7,5.2,10.6,,,1.3,2,2.7,6.1,1.3,0.5,0.8,,0
Leonard Gray,75,30.4,11.5,5,10.3,,,1.4,1.9,1.8,4.6,2.2,0.8,0.3,,0
Tom Henderson,79,27,11.4,4.6,11.3,,,2.1,3.1,0.6,2,4,1.3,0.1,,1
Scott Wedman,80,31.9,11.1,4.7,10.1,,,1.7,2.1,2.5,3.6,1.6,1,0.3,,1
George Thompson,73,27.2,10.7,4.2,9.5,,,2.3,2.9,0.7,1.8,3.1,0.9,0.1,,0
Tom Burleson,82,23,10.1,3.9,9.4,,,2.2,3.2,1.9,5.1,1.4,0.8,1.9,,1
Gary Brokaw,73,22.5,8.1,3.2,7,,,1.7,2.5,0.5,1.5,3,0.4,0.2,,0
Phil Smith,74,14.3,7.7,3,6.3,,,1.7,2.1,0.7,1.2,1.8,0.8,0,,1
Jimmy Jones,73,19.5,7.1,2.8,5.5,,,1.4,1.9,0.5,1.4,2.2,1,0.1,,0
Campy Russell,68,11.1,6.2,2.2,5.4,,,1.8,2.4,0.6,1.6,0.7,0.3,0,,1
Fred Saunders,69,15.3,6.1,2.6,5.9,,,1,1.4,1.2,2.5,1.2,0.6,0.2,,0
Steve Hawes,55,16.3,5.9,2.5,5.1,,,0.8,1,1.5,3.5,1.6,0.7,0.7,,1
Truck Robinson,76,13.1,5.8,2.5,5.2,,,0.8,1.5,1.2,2.7,0.5,0.5,0.4,,1
Bobby Wilson,48,8.9,5.8,2.4,4.7,,,1,1.2,0.4,0.7,0.8,0.5,0,,0
Rod Derline,58,11.5,5.6,2.4,5.7,,,0.7,1,0.2,0.8,0.8,0.4,0.1,,0
Kevin Restani,76,23.1,5.4,2.5,5.6,,,0.5,0.6,1.7,3.6,1.6,0.5,0.3,,1
Don Smith,54,10,5.2,2.4,5.9,,,0.4,0.4,0.3,0.3,0.9,0.4,0.1,,0
Eric Money,66,13.5,4.8,2.2,4.8,,,0.5,0.7,0.4,0.9,1.5,0.5,0,,1
Talvin Skinner,73,21.6,4.8,1.9,4.8,,,0.9,1.3,1.8,2.9,1.2,0.7,0.2,,0
Earl Williams,79,13.2,4.7,2.1,5,,,0.6,1.3,2,3.8,1.2,0.4,0.4,,0
Wardell Jackson,56,16.8,4.3,1.7,4.3,,,0.9,1.3,0.9,1.4,0.5,0.5,0.1,,0
Phil Lumpkin,48,16.5,4.2,1.8,4,,,0.6,0.8,0.2,1,3.7,0.4,0.1,,0
Foots Walker,72,14.9,4.2,1.5,3.8,,,1.1,1.6,0.7,1.4,2.7,1.1,0.1,,1
Jim Ard,59,12.2,3.8,1.5,4.5,,,0.8,1.1,1,2.4,0.7,0.2,0.5,,0
Mickey Johnson,38,7.7,3.8,1.4,3.1,,,1,1.5,0.8,1.6,0.5,0.3,0.3,,1
Jesse Dark,47,8.5,3.6,1.6,3.3,,,0.5,0.9,0.3,0.5,0.6,0.1,0,,0
Bill Ligon,38,7.2,3.3,1.4,3.8,,,0.4,0.7,0.4,0.3,0.7,0.2,0.2,,0
Kevin Stacom,61,7.3,2.8,1.2,2.6,,,0.5,0.5,0.5,0.4,0.8,0.2,0,,1
Daniel Anderson,43,10.5,2.8,1.1,2.4,,,0.6,0.7,0.2,0.5,1.9,0.4,0,,0
Glenn McDonald,62,6.4,2.7,1.1,2.9,,,0.5,0.6,0.3,0.8,0.4,0.1,0.1,,0
Harvey Catchings,37,14.3,2.6,1.1,2,,,0.4,0.7,1.3,2.8,0.6,0.3,1.6,,1
Gus Bailey,47,9.5,2.6,1.1,2.7,,,0.4,0.9,0.5,1.3,1.3,0.4,0.3,,1
Leon Benbow,39,6.5,2.2,0.9,2.4,,,0.4,0.5,0.4,0.6,0.6,0.3,0.2,,0
Dennis DuVal,37,3.7,1.6,0.6,1.8,,,0.3,0.5,0.2,0.4,0.4,0.4,0.1,,0
Len Kosmalski,67,6.2,1.3,0.5,1.2,,,0.4,0.4,0.5,1.3,0.6,0.1,0.1,,0
Ernie DiGregorio,81,35.9,15.2,6.5,15.6,,,2.1,2.4,0.6,2.1,8.2,0.7,0.1,,0
Ron Behagen,80,25.7,11,4.5,10.3,,,2,2.7,2.4,4.7,1.7,0.7,0.5,,1
Mike Bantom,76,26.1,10.1,4.1,10.4,,,1.9,2.8,2.3,4.6,2.1,0.7,0.6,,1
John Brown,77,22.3,9.3,3.6,8.2,,,2.1,2.8,2.3,3.4,1.5,0.4,0.2,,1
Dwight Jones,74,19.6,8,3.2,6.8,,,1.6,2.1,2,4.2,1.2,0.4,0.9,,1
Slick Watts,62,23,8,3.2,8.2,,,1.6,2.5,1.2,1.8,5.7,1.9,0.2,,1
Nick Weatherspoon,65,18.7,7.6,3.1,7.4,,,1.5,2.1,2,4.1,0.6,0.7,0.2,,1
Ed Ratleff,81,21.9,7.5,3.1,7.2,,,1.3,1.6,1.1,2.4,2.2,1.1,0.3,,0
Gary Melchionni,69,18.1,7.2,2.9,6.4,,,1.3,1.6,0.7,1.4,2.1,0.6,0.1,,0
Bernie Fryer,80,20.9,7,2.8,6.1,,,1.3,1.7,0.8,1.2,3.5,1.2,0.1,,0
Jim Brewer,82,22.7,6.1,2.6,6.7,,,1,1.5,2.5,3.9,1.8,0.6,0.4,,1
Larry McNeill,54,9.6,5.8,2,4.1,,,1.8,2.6,1.1,1.6,0.4,0.6,0.1,,1
E.C. Coleman,58,18.5,5.2,2.2,4.3,,,0.8,1.3,1.4,2.9,1.3,0.6,0.3,,1
Louie Nelson,49,11.3,4.9,1.9,4.4,,,1.1,1.5,0.5,0.9,1.1,0.6,0,,0
Mike D'Antoni,52,19,4.8,2.1,5.1,,,0.6,0.9,0.5,1.3,2.4,1.4,0.3,,0
Allan Bristow,55,11.7,4.7,2,4.9,,,0.8,1,1.2,1.8,1.7,0.5,0,,1
Luke Witte,57,12.8,4.5,1.8,4.3,,,0.8,1.1,1.4,2.6,0.7,0.1,0.4,,0
Derrek Dickey,66,14.1,4.3,1.7,3.5,,,0.8,1,1.9,3.3,0.8,0.3,0.2,,0
Ken Charles,59,11.7,3.9,1.5,3.1,,,0.9,1.3,0.4,0.7,0.9,0.5,0.2,,0
Kermit Washington,45,8.9,3.8,1.6,3.4,,,0.6,1.1,1.4,1.9,0.4,0.5,0.4,,1
Rod Freeman,35,7.6,3,1.1,2.9,,,0.8,1.2,0.6,0.9,0.4,0.3,0,,0
Tom Kozelko,49,11.7,2.9,1.2,2.7,,,0.5,0.7,1.1,1.5,0.5,0.4,0.1,,0
Tom Ingelsby,48,8.3,2.7,1,2.7,,,0.6,0.8,0.2,0.7,0.8,0.4,0.1,,0
Ben Kelso,46,6.5,1.8,0.8,2.1,,,0.3,0.5,0.3,0.3,0.4,0.3,0,,0
Bob McAdoo,80,32,18,7.3,16.2,,,3.4,4.4,,,1.7,,,,1
Lloyd Neal,82,33.2,13.4,5.5,11.2,,,2.3,3.6,,,1.8,,,,1
John Brisker,70,23.3,12.8,5,11.6,,,2.8,3.4,,,2.1,,,,0
Emanuel Leaks,82,30.9,11,4.6,11.4,,,1.8,2.4,,,1.2,,,,0
Fred Boyd,82,28.7,10.5,4.4,11.3,,,1.7,2.4,,,3.7,,,,1
Ollie Johnson,78,27.4,9.9,3.9,7.9,,,2,2.6,,,2.6,,,,1
Double D Davis,81,26.6,9.4,3.6,9.2,,,2.2,2.7,,,1.5,,,,0
Ron Riley,74,22.1,8.4,3.7,8.6,,,1.1,1.6,,,1,,,,0
Kevin Porter,71,17.1,6.6,2.9,6.4,,,0.9,1.4,,,3.3,,,,1
Steve Bracey,70,15,6.5,2.7,5.6,,,1,1.6,,,1.8,,,,0
Chris Ford,74,20.8,6.4,2.8,5.9,,,0.8,1.3,,,2.6,,,,1
Jim Price,59,14,6.4,2.7,6.1,,,1,1.2,,,1.6,,,,1
Isaac Stallworth,77,15.9,6.3,2.6,6.8,,,1.1,1.5,,,0.8,,,,0
Corky Calhoun,82,24.7,6,2.6,5.5,,,0.9,1.2,,,0.9,,,,1
Charlie Johnson,70,12.7,5.4,2.4,5.7,,,0.5,0.7,,,1.7,,,,1
Edward Davis,74,14.1,5.1,2.1,4.7,,,1,1.2,,,1,,,,0
Larue Martin,77,12.9,4.4,1.9,4.8,,,0.6,1,,,0.5,,,,0
Henry Bibby,55,8.6,4.2,1.4,3.7,,,1.3,1.6,,,1.2,,,,1
Mike Ratliff,58,11.7,4.2,1.7,4.1,,,0.8,1.4,,,0.7,,,,0
Paul Westphal,60,8,4.1,1.5,3.5,,,1.1,1.4,,,1.2,,,,1
Joby Wright,77,12.1,3.9,1.7,3.6,,,0.5,1.2,,,0.5,,,,0
Rowland Garrett,35,6,3.6,1.5,3.4,,,0.6,0.9,,,0.2,,,,0
John Gianelli,52,9.9,3.5,1.5,3.4,,,0.4,0.6,,,0.5,,,,1
Russell Lee,46,6,2.8,1.1,2.8,,,0.7,0.9,,,0.8,,,,0
Eric McWilliams,44,5.6,2,0.8,2.2,,,0.4,0.8,,,0.1,,,,0
Chuck Terry,67,10.3,1.9,0.8,2.4,,,0.3,0.4,,,0.6,,,,0
George Johnson,56,6.2,1.6,0.7,1.8,,,0.1,0.3,,,0.1,,,,1
Bob Nash,36,4.7,1.2,0.4,2,,,0.3,0.5,,,0.4,,,,1
Sidney Wicks,82,39.6,24.5,9.6,22.4,,,5.4,7.6,,,4.3,,,,1
Austin Carr,43,35.8,21.2,8.9,20.8,,,3.5,4.6,,,3.4,,,,1
Elmore Smith,78,40.8,17.3,7.4,16.3,,,2.5,4.7,,,1.4,,,,1
Randy Smith,76,27.6,13.4,5.7,11.8,,,2.1,3.3,,,2.5,,,,1
Phil Chenier,81,30.6,12.3,5,12.1,,,2.2,3,,,2.5,,,,1
Nate Williams,81,26.8,11.9,5.2,12,,,1.6,2.1,,,2.1,,,,1
Fred Hilton,61,22.1,11.6,5.1,13,,,1.5,2,,,1.9,,,,0
Curtis Rowe,82,32.5,11.3,4.5,9.8,,,2.3,3.5,,,1.2,,,,1
John Mengelt,78,18.4,10,3.7,7.8,,,2.7,3.2,,,1.9,,,,1
Cliff Meely,77,23.6,9.9,4.1,10.1,,,1.7,2.6,,,1.5,,,,0
Charlie Davis,61,18.8,9.8,3.8,9.3,,,2.3,2.8,,,2,,,,0
Dennis Layton,80,23.1,9.1,3.8,9,,,1.5,2.1,,,3.1,,,,1
Dave Wohl,79,20.6,8.1,3.1,7.2,,,2,2.6,,,2.9,,,,1
Stan Love,74,17.9,7.9,3.3,7.2,,,1.4,1.9,,,0.7,,,,0
Charlie Yelverton,69,17.8,7.9,3,7.7,,,1.9,2.7,,,1.2,,,,0
Mike Newlin,82,18.2,7.6,3.1,7.5,,,1.3,1.8,,,1.6,,,,1
Willie Norwood,78,16.3,7.5,2.8,5.6,,,1.8,2.8,,,0.6,,,,1
Clifford Ray,82,22.8,7,2.7,5.4,,,1.6,2.7,,,3.1,,,,1
George Trapp,60,14.8,6.6,2.4,6.5,,,1.8,2.3,,,0.9,,,,1
Howard Porter,67,10.9,6,2.6,6,,,0.9,1.1,,,0.4,,,,1
Larry Steele,72,18.2,5.1,2.1,4.3,,,1,1.3,,,2.2,,,,1
Dean Meminger,78,15,4.6,1.8,3.8,,,1,1.8,,,1.3,,,,1
Gil McGregor,42,12.7,4.1,1.6,4.3,,,0.9,1.3,,,0.4,,,,0
Jeff Halliburton,37,7.8,4,1.6,3.6,,,0.7,0.8,,,0.5,,,,0
Dick Gibbs,64,11.8,3.7,1.4,4.1,,,0.9,1,,,0.8,,,,0
Isaiah Wilson,48,6.7,3.5,1.3,3.7,,,0.9,1.2,,,0.9,,,,0
Steve Patterson,65,11.9,3.2,1.4,4,,,0.4,0.7,,,0.8,,,,0
Kenny McIntosh,43,9.4,3.1,1.3,3.9,,,0.5,1,,,0.4,,,,0
Jim Marsh,39,9.6,3.1,1,3,,,1.1,1.5,,,0.8,,,,0
Rich Rinaldi,39,4.1,2.7,1.1,2.7,,,0.5,0.8,,,0.4,,,,0
Jim Cleamons,38,5.3,2.6,0.9,2.6,,,0.7,0.9,,,0.9,,,,1
Odis Allison,36,4.6,1.9,0.5,2.2,,,0.9,1.7,,,0.3,,,,0
Vic Bartolome,38,4.3,0.9,0.4,1.6,,,0.1,0.1,,,0.1,,,,0
Geoff Petrie,82,37,24.8,9.6,21.6,,,5.6,7.3,,,4.8,,,,1
Pete Maravich,81,36.1,23.2,9.1,19.9,,,5,6.2,,,4.4,,,,1
Dave Cowens,81,38,17,6.8,16.1,,,3.4,4.6,,,2.8,,,,1
John Johnson,67,34.5,16.6,6.5,15.4,,,3.6,4.4,,,4.8,,,,1
Nate Archibald,82,35,16,5.9,13.4,,,4.1,5.4,,,5.5,,,,1
Calvin Murphy,82,24.6,15.8,5.7,12.5,,,4.3,5.3,,,4,,,,1
Bob Lanier,82,24.6,15.6,6.1,13.5,,,3.3,4.6,,,1.8,,,,1
Sam Lacey,81,32.7,13.5,5.8,13.8,,,1.9,2.8,,,1.4,,,,1
Don Adams,82,29,11.4,4.8,11.7,,,1.9,2.6,,,2.1,,,,1
John Hummer,81,32.6,11.3,4.2,9.4,,,2.9,5,,,2,,,,1
Dave Sorenson,79,24.6,11.3,4.5,10.1,,,2.3,2.9,,,2.1,,,,0
Jim McMillian,81,21.6,8.4,3.6,7.8,,,1.2,1.6,,,1.6,,,,1
Pete Cross,79,27.8,8,3.1,7,,,1.8,2.6,,,1.4,,,,0
Bobby Washington,47,17.5,7.4,2.6,6.6,,,2.2,3,,,4,,,,0
Dennis Awtrey,70,18.5,7.2,2.9,6,,,1.5,2.2,,,1.3,,,,1
Cornell Warner,65,19.9,6,2.4,5.8,,,1.2,2.2,,,0.8,,,,1
Garfield Heard,65,15.8,5.9,2.3,6.1,,,1.3,1.9,,,0.7,,,,1
Fred Taylor,54,10.2,5.5,2,5.3,,,1.4,2.3,,,0.9,,,,0
Bob Arnzen,55,10.8,5.5,2.3,5,,,0.8,0.9,,,0.4,,,,0
Greg Hyder,77,17.6,5.4,2.4,5.3,,,0.7,0.9,,,0.6,,,,0
Terry Driscoll,69,18.2,5.4,1.9,4.6,,,1.6,2.2,,,0.8,,,,0
Rudy Tomjanovich,77,13.8,5.3,2.2,5.7,,,0.9,1.5,,,0.9,,,,1
Joe Cooke,73,9.9,4.3,1.8,4.7,,,0.7,0.8,,,1.3,,,,0
Ron Knight,52,12.7,4.2,1.9,4.4,,,0.4,0.7,,,1,,,,0
Jimmy Collins,55,8.7,4,1.7,3.9,,,0.6,0.8,,,1.1,,,,0
Greg Howard,44,9.7,3.9,1.5,3.9,,,0.8,1.3,,,0.6,,,,0
Levi Fontaine,35,6,3.8,1.5,4.1,,,0.8,1.1,,,0.6,,,,0
John Vallely,51,8.4,3.7,1.4,4,,,0.9,1.2,,,0.9,,,,0
Larry Mikan,53,10.1,3,1.2,3.5,,,0.6,1,,,0.8,,,,0
Garfield Smith,37,7.6,2.9,1.1,3.1,,,0.6,1.5,,,0.2,,,,0
Bob Christian,54,9.7,2.8,1,2.4,,,0.7,1.2,,,0.6,,,,0
Greg Fillmore,39,6.9,2.6,1.2,2.6,,,0.3,0.7,,,0.4,,,,0
Mike Silliman,36,10.2,2.5,1,2.2,,,0.5,1.1,,,0.6,,,,0
Herb White,38,8.3,2.4,0.9,2.2,,,0.6,1,,,1.2,,,,0
Bill Zopf,53,7.5,2.2,0.9,2.5,,,0.4,0.7,,,1.4,,,,0
Gary Zeller,50,4.5,1.7,0.7,2.3,,,0.3,0.6,,,0.1,,,,0
Mike Price,56,4.5,1.5,0.5,1.4,,,0.4,0.6,,,0.2,,,,0
Joe Thomas,39,5.2,1.4,0.6,2.2,,,0.2,0.5,,,0.4,,,,0
Kareem Abdul-Jabbar,82,43.1,28.8,11.4,22.1,,,5.9,9.1,,,4.1,,,,1
Connie Hawkins,81,40.9,24.6,8.8,17.9,,,7.1,9.1,,,4.8,,,,1
Bob Dandridge,81,30.4,13.2,5.4,11,,,2.5,3.3,,,3.6,,,,1
Jojo White,60,22.1,12.2,5.2,11.4,,,1.9,2.3,,,2.4,,,,1
Mike Davis,56,23.8,11.9,4.6,10.5,,,2.7,3.4,,,2,,,,0
Eldo Garrett,73,31.8,11.6,4.8,11.2,,,1.9,2.2,,,2.5,,,,0
